headword,CEFR
exude,C2
envisage,C2
headmistress,C2
mien,C2
timidity,C2
unravel,C2
concurrence,C2
unpromising,C2
teem,C2
marvel,C2
outpatient,C2
corpse,C2
apprentice,C2
constrained,C2
quirk,C2
indignant,C2
indignantly,C2
eccentricity,C2
locomotive,C2
locomotion,C2
individualism,C2
enthuse,C2
belligerent,C2
belligerence,C2
stoicism,C2
deliberate,C2
recluse,C2
reclusive,C2
metalled,C2
brief,C2
oblique,C2
facsimile,C2
shamble,C2
whir,C2
blight,C2
blight,C2
puritanical,C2
brood,C2
brood,C2
disdainful,C2
zoologist,C2
zoology,C2
encumbrance,C2
encumber,C2
hypothesis,C2
hypothesize,C2
hypothetical,C2
parasitic,C2
plumage,C2
utilitarian,C2
utilize,C2
utility,C2
predilection,C2
commensurate,C2
commensurately,C2
vindicate,C2
vindication,C2
parable,C2
poise,C2
minster,C2
wrack,C2
ironic,C2
predecessor,C2
ally,C2
callous,C2
callously,C2
derelict,C2
derelict,C2
materialism,C2
materialistic,C2
ferocity,C2
utter,C2
utter,C2
evokingly,C2
recitation,C2
equable,C2
extant,C2
denounce,C2
denunciation,C2
echo,C2
echo,C2
echo,C2
requisition,C2
substantiate,C2
inscrutable,C2
stratosphere,C2
indulge,C2
indulgence,C2
indulgently,C2
laudatory,C2
laud,C2
glitz,C2
glitzy,C2
automate,C2
apprehend,C2
athleticism,C2
daunt,C2
daunting,C2
acreage,C2
affectation,C2
imposition,C2
circuit,C2
stipulate,C2
stipulation,C2
allot,C2
allotment,C2
anticlimactically,C2
forfeiture,C2
blitz,C2
blitz,C2
primeval,C2
tenacity,C2
tenacious,C2
tenaciously,C2
exact,C2
genomic,C2
genomically,C2
capacious,C2
utilitarian,C2
utilization/utilisation,C2
unequivocal,C2
unequivocally,C2
spontaneity,C2
provocation,C2
portraiture,C2
tedium,C2
succeed,C2
circumnavigate,C2
circumnavigation,C2
liaise,C2
contractual,C2
contractually,C2
repute,C2
abject,C2
sheaf,C2
articulation,C2
articulate,C2
spurious,C2
spuriously,C2
posture,C2
calorific,C2
fabulate,C2
fabulation,C2
octogenarian,C2
voracity,C2
brandish,C2
repose,C2
repose,C2
encumber,C2
encumbrance,C2
unencumbered,C2
buffoonery,C2
gauche,C2
domesticity,C2
accrue,C2
proliferation,C2
blandishment,C2
pluck,C2
anthropological,C2
anthropologically,C2
carbonize/carbonise,C2
monastic,C2
graft,C2
midwifery,C2
adornment,C2
adorn,C2
idle,C2
conjecture,C2
conjecture,C2
malleable,C2
malleability,C2
ore,C2
gale,C2
promenade,C2
testimonial,C2
distill,C2
distillation,C2
informant,C2
vis-a-vis,C2
overlay,C2
nostalgia,C2
nostalgic,C2
nostalgically,C2
grievance,C2
deprivation,C2
residue,C2
residual,C2
physiological,C2
physiologically,C2
familiarize/familiarise,C2
methodology,C2
methodological,C2
methodologically,C2
proportional,C2
proportionally,C2
habitation,C2
inartistic,C2
ornate,C2
modernism,C2
presuppose,C2
presupposition,C2
centralized/centralised,C2
envisage,C2
contextual,C2
contextually,C2
transmitter,C2
regulatory,C2
archival,C2
diffuse,C2
diffuse,C2
egalitarian,C2
egalitarian,C2
hindsight,C2
materialize/materialise,C2
materialization/materialisation,C2
disperse,C2
dispersal,C2
adverse,C2
adversely,C2
stabilize/stabilise,C2
pervasive,C2
pervasiveness,C2
secure,C2
autonomous,C2
autonomously,C2
outmoded,C2
phase,C2
plum,C2
notorious,C2
notoriously,C2
notoriety,C2
menial,C2
insular,C2
antidote,C2
posture,C2
postural,C2
posturing,C2
revelatory,C2
prostrate,C2
prostrate,C2
haphazard,C2
haphazardly,C2
deficient,C2
deficiently,C2
deficit,C2
delicatessen,C2
muscle-bound,C2
dive,C2
maneuver/manoeuvre,C2
maneuver/manoeuvre,C2
posit,C2
cocoon,C2
chrysalis,C2
ignominious,C2
ignominiously,C2
euphoria,C2
euphoric,C2
euphorically,C2
relegate,C2
succumb,C2
treacherous,C2
treacherously,C2
treachery,C2
maggot,C2
palate,C2
palatable,C2
hermit,C2
hermetic,C2
irrelevancy,C2
mariner,C2
rift,C2
mere,C2
helm,C2
autopilot,C2
eminence,C2
eminent,C2
preeminent,C2
mold/mould,C2
unsuspected,C2
abolish,C2
paralyze/paralyse,C2
paralysis,C2
paralyzingly/paralysingly,C2
glory in,C2
decentralize/decentralise,C2
preoccupation,C2
preoccupy,C2
prolong,C2
audit,C2
audit,C2
drudgery,C2
pressurize,C2
pressurization,C2
intermediary,C2
hotelier,C2
denote,C2
denotation,C2
profitability,C2
jargon,C2
declination,C2
vocational,C2
spatial,C2
spatially,C2
punctual,C2
punctuality,C2
integration,C2
curriculum,C2
extracurricular,C2
extracurricular,C2
encompass,C2
all-encompassing,C2
accountability,C2
frolic,C2
minefield,C2
side-step,C2
abundant,C2
abundantly,C2
abundance,C2
anarchic,C2
crystallize/crystallise,C2
crystallization/crystallisation,C2
prescriptive,C2
slab,C2
retrospect,C2
retrospective,C2
retrospection,C2
wordage,C2
brevity,C2
uncanny,C2
tactic,C2
tactical,C2
tactically,C2
tactile,C2
gambit,C2
babble,C2
bauble,C2
correlate,C2
correlation,C2
correlate,C2
combustion,C2
painstaking,C2
painstakingly,C2
contraption,C2
mesh,C2
enabler,C2
fluctuate,C2
fluctuation,C2
lyricist,C2
lyrical,C2
lyrically,C2
bona fide,C2
moribund,C2
perch,C2
perch,C2
perch,C2
solicit,C2
vocalist,C2
philanthropy,C2
philanthropist,C2
philanthropic,C2
philanthropically,C2
precocious,C2
precociously,C2
wordsmith,C2
connote,C2
connotation,C2
herald,C2
herald,C2
philistine,C2
innuendo,C2
induce,C2
inducement,C2
anthology,C2
lament,C2
lamentation,C2
conduit,C2
chronology,C2
chronological,C2
chronologically,C2
equilibrium,C2
rebound,C2
rebound,C2
proposition,C2
flagging,C2
electrode,C2
caffeinate,C2
cosmic,C2
interlude,C2
haven,C2
beneficiary,C2
recuperate,C2
recuperation,C2
recuperative,C2
cultish,C2
seismic,C2
irrevocably,C2
irrevocable,C2
slither,C2
unnerve,C2
unnerving,C2
unnervingly,C2
protrude,C2
protrusion,C2
qualitative,C2
procedural,C2
procedural,C2
demystify,C2
demystification,C2
proprietary,C2
proprietorial,C2
tantamount,C2
floodgates,C2
imperceptible,C2
imperceptibly,C2
hapless,C2
catastrophic,C2
catastrophically,C2
commission,C2
commission,C2
wayward,C2
blurb,C2
provincial,C2
indolent,C2
indolently,C2
indolence,C2
taste-maker,C2
deviant,C2
deviant,C2
deviantly,C2
engender,C2
emolument,C2
munificence,C2
posterity,C2
venomous,C2
venomously,C2
choreography,C2
choreographical,C2
archetype,C2
archetypal,C2
dissension,C2
exalted,C2
exaltedly,C2
adept,C2
adept,C2
inert,C2
hitherto,C2
angst,C2
angsty,C2
drabness,C2
melodious,C2
melodiously,C2
magpie,C2
lark,C2
lark,C2
melancholy,C2
melancholy,C2
meteorology,C2
meteorological,C2
brink,C2
unsurpassed,C2
loiter,C2
topple,C2
intrinsic,C2
intrinsically,C2
merit,C2
merit,C2
promotable,C2
clinch,C2
anonymity,C2
splinter,C2
reproach,C2
disseminate,C2
dissemination,C2
dissemble,C2
mangle,C2
bereft,C2
bereftly,C2
soliloquy,C2
solipsism,C2
soliloquize,C2
mutinous,C2
mutinously,C2
prissy,C2
reptilian,C2
diminish,C2
undiminishing,C2
contagion,C2
homestead,C2
computerize/computerise,C2
incumbent,C2
incumbent,C2
recumbent,C2
nonchalant,C2
nonchalantly,C2
mesmeric,C2
stultify,C2
stultifyingly,C2
wallow,C2
ponderous,C2
ponderously,C2
lassitude,C2
vicinity,C2
ebb,C2
wax,C2
wane,C2
antediluvian,C2
ostensible,C2
ostensibly,C2
interlocking,C2
plane,C2
undemonstrative,C2
undemonstratively,C2
menace,C2
menacing,C2
menacingly,C2
calamity,C2
calamitous,C2
calamitously,C2
nigh,C2
austere,C2
austerely,C2
austerity,C2
idiosyncrasy,C2
idiosyncratic,C2
idiomatic,C2
idiomatically,C2
kinetic,C2
kinetically,C2
unmediated,C2
mediate,C2
mediation,C2
unharried,C2
figurative,C2
figuratively,C2
exorcism,C2
exorcist,C2
mundanity,C2
mediocrity,C2
dubiously,C2
curate,C2
curator,C2
antithesis,C2
antithetical,C2
parameter,C2
detract,C2
interrogate,C2
interrogation,C2
interrogative,C2
interrogatively,C2
perverse,C2
perversity,C2
attainment,C2
opaque,C2
opacity,C2
remit,C2
remittance,C2
recourse,C2
pedestal,C2
pedestrian,C2
lurid,C2
luridly,C2
fallacy,C2
rife,C2
grumble,C2
mercenary,C2
polysyllabic,C2
syllabic,C2
superfluous,C2
superfluously,C2
snippet,C2
practitioner,C2
ephemeral,C2
ephemera,C2
ephemerality,C2
summarily,C2
skim,C2
infallibly,C2
infallible,C2
infallibility,C2
depravity,C2
depraved,C2
deprecate,C2
deprecatingly,C2
revile,C2
revulsion,C2
meager/meagre,C2
arcane,C2
arcanely,C2
porten,C2
divination,C2
flit,C2
hitch,C2
prone,C2
scavenger,C2
vermin,C2
totemic,C2
emulate,C2
emulation,C2
avian,C2
vestigial,C2
vestigially,C2
barometer,C2
lament,C2
lamentation,C2
brouhaha,C2
magnate,C2
magnanimous,C2
magnanimously,C2
magnanimity,C2
whirlwind,C2
strait,C2
secular,C2
secularly,C2
euphemism,C2
euphemistic,C2
euphemistically,C2
condensation,C2
redundant,C2
redundancy,C2
redundantly,C2
colloquial,C2
colloquium,C2
colloquially,C2
allusion,C2
allude,C2
disparage,C2
disparaging,C2
disparagingly,C2
disparagement,C2
huddle,C2
huddle,C2
topography,C2
topographical,C2
topographically,C2
confabulate,C2
confabulation,C2
surrealist,C2
surrealism,C2
contrive,C2
malice,C2
malicious,C2
maliciously,C2
cinematography,C2
cinematographer,C2
maverick,C2
diligent,C2
diligence,C2
diligently,C2
turret,C2
impressionistic,C2
impressionistically,C2
snobbery,C2
parochial,C2
gravitate,C2
gravitational,C2
gravitationally,C2
consternation,C2
haughty,C2
haughtily,C2
axiom,C2
axiomatic,C2
attrition,C2
enduringly,C2
reissue,C2
sulphur,C2
sulphuric,C2
phantom,C2
moor,C2
solitary,C2
solitary,C2
solitariness,C2
solitude,C2
adhere,C2
adhesion,C2
proscribe,C2
proscription,C2
crony,C2
dribble,C2
dribble,C2
dribble,C2
ingrate,C2
prise,C2
rickety,C2
consign,C2
consignment,C2
fete,C2
dole out,C2
opulent,C2
opulence,C2
opulently,C2
plutocrat,C2
averse,C2
edify,C2
edification,C2
converse,C2
converse,C2
sterility,C2
rhetoric,C2
rhetorical,C2
rhetorically,C2
flighty,C2
flightiness,C2
brimstone,C2
impeccable,C2
impeccably,C2
romp,C2
romper,C2
meticulous,C2
meticulously,C2
ingratiate,C2
ingratiating,C2
ingratiatingly,C2
shimmer,C2
hull,C2
cull,C2
swivel,C2
relinquish,C2
quiver,C2
quiver,C2
sandwiched,C2
mottled,C2
epoxy,C2
resin,C2
sedately,C2
angular,C2
angularity,C2
dampen,C2
buccaneer,C2
buccaneer,C2
conglomerate,C2
cay,C2
singe,C2
cordon,C2
fabled,C2
glint,C2
glint,C2
infernal,C2
infernally,C2
presentational,C2
embed,C2
plume,C2
happenstance,C2
venture,C2
reconcile,C2
reconciliation,C2
conciliatory,C2
conciliation,C2
preconception,C2
baroque,C2
virginal,C2
spire,C2
elephantine,C2
agency,C2
condone,C2
commodity,C2
commode,C2
unobtrusive,C2
unobtrusively,C2
unobtrusiveness,C2
compellingly,C2
hauntingly,C2
brim,C2
hazard,C2
authenticity,C2
scholarly,C2
accessibility,C2
cognitive,C2
artifact,C2
preservationist,C2
qualm,C2
besiege,C2
cloister,C2
cloistered,C2
annex,C2
annex,C2
resuscitate,C2
resuscitation,C2
ravish,C2
fabricate,C2
fabrication,C2
patchy,C2
patchily,C2
resounding,C2
resoundingly,C2
resound,C2
ordain,C2
inchoate,C2
inchoately,C2
elated,C2
elation,C2
hysteria,C2
hysterical,C2
hysterically,C2
jarring,C2
suffuse,C2
totter,C2
pyre,C2
contemptuous,C2
contemptuously,C2
forlorn,C2
forlornly,C2
rebuke,C2
rebuke,C2
abhorrent,C2
abhor,C2
abhorrently,C2
aberration,C2
emulsify,C2
emulsification,C2
emulsifier,C2
additive,C2
additive,C2
confection,C2
proximal,C2
vandalize,C2
vandal,C2
feign,C2
paradoxical,C2
paradoxically,C2
laryngitis,C2
stringent,C2
astringent,C2
stringently,C2
standing,C2
economize/economise,C2
breadwinner,C2
cosset,C2
counsel,C2
misdemeanor/misdemanour,C2
aptitude,C2
torrential,C2
banish,C2
banishment,C2
knack,C2
fruition,C2
tantalize/tantalise,C2
tantalizingly/tantalisingly,C2
maelstrom,C2
vortex,C2
depressive,C2
shoal,C2
scroll,C2
collide,C2
collider,C2
edifice,C2
thicket,C2
leaven,C2
leavening,C2
ethos,C2
exhibitionist,C2
interweave,C2
burgeoning,C2
indiscrete,C2
indiscretion,C2
telescopic,C2
telescopically,C2
amorphous,C2
amorphously,C2
hamper,C2
proliferate,C2
proliferation,C2
deterrent,C2
selectivity,C2
fractious,C2
mystique,C2
assimilate,C2
assimilation,C2
intersperse,C2
verbatim,C2
verbatim,C2
verily,C2
veritable,C2
verisimilitude,C2
artifice,C2
advantageous,C2
unfeasible,C2
unfeasibly,C2
behest,C2
virtuoso,C2
virtuosity,C2
cascade,C2
cascade,C2
crippling,C2
nascent,C2
smattering,C2
corpus,C2
wheeze,C2
neophyte,C2
coax,C2
formidably,C2
formidable,C2
squint,C2
hoist,C2
flatout,C2
buzzard,C2
bogus,C2
derision,C2
derisive,C2
derisively,C2
truism,C2
prurient,C2
wither,C2
prurience,C2
tetchy,C2
agile,C2
agility,C2
aghast,C2
dwarf,C2
dwarfism,C2
etch,C2
etching,C2
rapture,C2
rapturous,C2
rapturously,C2
ad lib,C2
ad-lib,C2
improvisational,C2
acrobatics,C2
acrobatically,C2
acrobatic,C2
arduous,C2
ardor/ardour,C2
arduously,C2
counterproductive,C2
counterproductively,C2
proverbial,C2
instantaneous,C2
instantaneously,C2
mull over,C2
ruminate,C2
rumination,C2
ruminant,C2
ruminative,C2
hover,C2
armory/armoury,C2
apostle,C2
blubber,C2
blubbery,C2
merger,C2
trifle,C2
trifle,C2
eke out,C2
paramount,C2
squirm,C2
squirmy,C2
floe,C2
embody,C2
embodiment,C2
wistful,C2
wistfully,C2
mercantile,C2
skew,C2
subsist,C2
subsistence,C2
subsidy,C2
subsidize,C2
legion,C2
confrontational,C2
confrontationally,C2
bout,C2
gout,C2
hinder,C2
hindrance,C2
myriad,C2
histrionic,C2
histrionically,C2
marketability,C2
promotable,C2
tacit,C2
tacitly,C2
taciturn,C2
taciturnity,C2
surreptitious,C2
surreptitiously,C2
allegory,C2
allegorical,C2
seedy,C2
punitive,C2
punitively,C2
temper,C2
milieu,C2
self-aggrandizement/self-aggrandisement,C2
unadulterated,C2
adulterate,C2
patronize/patronise,C2
patronizing/patronising,C2
patronizingly/patronisingly,C2
cogent,C2
cogently,C2
relegate,C2
incongruous,C2
incongruously,C2
incongruity,C2
deaden,C2
attuned,C2
attributive,C2
ecotourism,C2
surge,C2
surge,C2
farcical,C2
incise,C2
incipient,C2
echolocation,C2
echolocate,C2
reverb,C2
reverberation,C2
reverberate,C2
ingenuous,C2
ingenuously,C2
impresario,C2
elasticity,C2
synthesis,C2
salivary,C2
hypnotherapy,C2
wholly,C2
remorseful,C2
remonstrate,C2
remonstrance,C2
unexcused,C2
unexceptionally,C2
unexceptional,C2
inexorable,C2
inexorably,C2
inexorability,C2
tranquilize/tranquilise,C2
